stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
332,920332,"CHEROKEE ST + CHICOPEE DR",,33.965694,-84.547839,,,,,,0
333,920333,"CHEROKEE ST + LEWIS DR",,33.969712,-84.549983,,,,,,0
334,920334,"CHURCH ST EXT + ELIZABETH ST",,33.974282,-84.552198,,,,,,0
335,920335,"BELLS FERRY RD + OLD 41 HWY",,33.979777,-84.558720,,,,,,0
336,920336,"BELLS FERRY RD + COBB PKWY",,33.982040,-84.557783,,,,,,0
337,920337,"BELLS FERRY RD + ADAIR DR",,33.986491,-84.555177,,,,,,0
338,920338,"BELLS FERRY RD + BRIDGESTONE DR",,33.993403,-84.549626,,,,,,0
339,920339,"BELLS FERRY RD + MARK AVE",,33.998017,-84.546810,,,,,,0
340,920340,"BELLS FERRY RD + ARNOLD AVE",,34.001499,-84.545394,,,,,,0
341,920341,"BELLS FERRY RD + BRISTOL LN",,34.009637,-84.547401,,,,,,0
342,920342,"BELLS FERRY RD + HIGHOAK DR",,34.012531,-84.548368,,,,,,0
343,920343,"BARRETT PKWY + PRADO LN",,34.014207,-84.551489,,,,,,0
344,920344,"BARRETT PKWY + CHASTAIN MEADOWS PKWY",,34.014144,-84.554989,,,,,,0
345,920345,"BARRETT PKWY + BUSBEE PKWY",,34.012556,-84.563748,,,,,,0
346,920346,"BUSBEE PKWY + TOWN CENTER DR",,34.013064,-84.565517,,,,,,0
347,920347,"BUSBEE PKWY + GARDEN RIDGE",,34.023401,-84.567565,,,,,,0
348,920348,"BUSBEE PKWY + BIG SHANTY RD",,34.026891,-84.567659,,,,,,0
349,920349,"BUSBEE DR + KSU CENTER",,34.031517,-84.572619,,,,,,0
350,920350,"BUSBEE DR + TOWNPARK LN",,34.036139,-84.574757,,,,,,0
355,920355,"CUMBERLAND BLVD + PUBLIX",,33.862219,-84.477647,,,,,,0
361,920361,"VAUGHN RD + BARRETT CORNERS DR",,34.001536,-84.590739,,,,,,0
362,920362,"COBB PKWY + WHITE CIRCLE",,33.988213,-84.574191,,,,,,0
363,920363,"COBB PKWY + BELLS FERRY RD",,33.980365,-84.556902,,,,,,0
364,920364,"COBB PKWY + ELIZABETH CHURCH RD",,33.978599,-84.552823,,,,,,0
365,920365,"COBB PKWY + INDUSTRIAL PARK DR",,33.975381,-84.545632,,,,,,0
366,920366,"COBB PKWY + ALLGOOD RD",,33.968884,-84.537801,,,,,,0
367,920367,"COBB PKWY + ABC RECYCLING",,33.966181,-84.534724,,,,,,0
373,920373,"COBB PKWY + SEMINOLE PL",,33.966187,-84.534359,,,,,,0
374,920374,"COBB PKWY + INDUSTRIAL PARK DR",,33.971332,-84.540005,,,,,,0
375,920375,"COBB PKWY + INDUSTRIAL PARK DR",,33.974633,-84.543799,,,,,,0
376,920376,"COBB PKWY + KENNESTONE CIRCLE",,33.979480,-84.553976,,,,,,0
377,920377,"COBB PKWY + BELLS FERRY RD",,33.982135,-84.559837,,,,,,0
378,920378,"COBB PKWY + WHITE CIR",,33.990969,-84.577769,,,,,,0
379,920379,"VAUGHN RD + ROBERTS BLVD",,34.003956,-84.590498,,,,,,0
380,920380,"BARRETT PKWY + BARRETT LAKES BLVD",,34.003385,-84.578497,,,,,,0
385,920385,"BUSBEE PKWY + BIG SHANTY RD",,34.026743,-84.568012,,,,,,0
386,920386,"BUSBEE PKWY + TOWN CENTER DR",,34.021515,-84.567862,,,,,,0
389,920389,"AKERS MILL RD + GALLERIA DR",,33.883328,-84.461925,,,,,,0
390,920390,"AKERS MILL RD + COBB GALLERIA PKWY",,33.884467,-84.460286,,,,,,0
392,920392,"AKERS MILL RD + TOWERCREEK PKWY",,33.891929,-84.454638,,,,,,0
393,920393,"AKERS MILL RD + AKERS DR",,33.893634,-84.453278,,,,,,0
394,920394,"AKERS MILL RD + WALTON ON THE CHATTAHOOCHEE",,33.896732,-84.449777,,,,,,0
395,920395,"AKERS MILL RD + POWERS FERRY RD",,33.898661,-84.447461,,,,,,0
396,920396,"POWERS FERRY RD + RIVERS APARTMENTS",,33.901430,-84.449618,,,,,,0
397,920397,"POWERS FERRY RD + WINDY RIDGE PKWY",,33.902679,-84.455079,,,,,,0
398,920398,"POWERS FERRY RD + PARKWOOD CIRCLE",,33.903782,-84.460111,,,,,,0
399,920399,"POWERS FERRY RD + WINDY HILL RD",,33.905159,-84.463241,,,,,,0
400,920400,"POWERS FERRY RD + POWERS RIDGE OFFICE PARK",,33.909087,-84.465008,,,,,,0
401,920401,"POWERS FERRY RD + WILDWOOD PKWY",,33.913529,-84.465036,,,,,,0
403,920403,"POWERS FERRY RD + TERRELL MILL RD",,33.920701,-84.467321,,,,,,0
404,920404,"POWERS FERRY RD + POWERS FERRY COMMON",,33.922125,-84.467809,,,,,,0
405,920405,"DELK RD + POWERS FERRY RD",,33.924098,-84.470608,,,,,,0
406,920406,"DELK RD + BRUNSWICK BOWLING LANE",,33.923004,-84.474009,,,,,,0
407,920407,"DELK RD + BENTLEY RD",,33.922602,-84.476314,,,,,,0
408,920408,"DELK RD + NORTHCHASE PKWY",,33.922790,-84.479936,,,,,,0
409,920409,"DELK RD + POWERS FERRY PL",,33.922801,-84.482060,,,,,,0
410,920410,"FRANKLIN GATEWAY SE + KINGSTON CT",,33.924658,-84.491960,,,,,,0
411,920411,"FRANKLIN RD + AUTUMN VIEW APARTMENTS",,33.927046,-84.492550,,,,,,0
412,920412,"FRANKLIN RD + FRANKLIN PLAZA",,33.928117,-84.493623,,,,,,0
413,920413,"FRANKLIN GATEWAY SE + FRANKLIN CT",,33.931443,-84.497462,,,,,,0
414,920414,"FRANKLIN GATEWAY SE + CITGO GAS STATION",,33.932667,-84.499875,,,,,,0
415,920415,"FRANKLIN RD + ASHTON PLACE APARTMENTS",,33.934372,-84.503111,,,,,,0
416,920416,"FRANKLIN RD + TWIN BROOKS DR",,33.935936,-84.504280,,,,,,0
417,920417,"FRANKLIN RD + PARKWAY PL",,33.937918,-84.506870,,,,,,0
418,920418,"S MARIETTA PKWY + WYLIE RD",,33.940328,-84.511622,,,,,,0
419,920419,"COBB PKWY + S MARIETTA PKWY",,33.942688,-84.515986,,,,,,0
420,920420,"COBB PKWY + FREYS GIN RD",,33.945353,-84.517437,,,,,,0
421,920421,"COBB PKWY + MARIETTA TRADE CENTER",,33.946174,-84.517911,,,,,,0
422,920422,"COBB PKWY + MARIETTA TRADE CENTER",,33.948364,-84.519088,,,,,,0
426,920426,"COBB PKWY + N MARIETTA PKWY",,33.961888,-84.529577,,,,,,0
427,920427,"COBB PKWY + SEMINOLE PL",,33.964290,-84.532245,,,,,,0
432,920432,"FAIRGROUND ST + RIGBY ST",,33.956728,-84.535637,,,,,,0
433,920433,"FAIRGROUND ST + LAWRENCE ST",,33.953691,-84.534771,,,,,,0
434,920434,"FAIRGROUND ST + FORT ST",,33.953890,-84.534548,,,,,,0
438,920438,"COBB PKWY + SEMINOLE DR",,33.964266,-84.532577,,,,,,0
439,920439,"COBB PKWY + N MARIETTA PKWY",,33.961977,-84.530108,,,,,,0
443,920443,"COBB PKWY + MARIETTA TRADE CENTER",,33.945779,-84.518059,,,,,,0
444,920444,"S MARIETTA PKWY + COBB PKWY",,33.940751,-84.513625,,,,,,0
445,920445,"S MARIETTA PKWY + WYLIE RD",,33.939924,-84.511723,,,,,,0
446,920446,"FRANKLIN RD + S MARIETTA PKWY",,33.938535,-84.507670,,,,,,0
447,920447,"FRANKLIN RD + RIDGE POINTS APARTMENTS",,33.934019,-84.503011,,,,,,0
448,920448,"FRANKLIN RD + CINNAMON RIDGE",,33.932374,-84.499626,,,,,,0
449,920449,"FRANKLIN RD + FRANKLIN CT",,33.930163,-84.496391,,,,,,0
450,920450,"FRANKLIN RD + MARQUIS PLACE",,33.927772,-84.493600,,,,,,0
451,920451,"FRANKLIN RD + DELK INDUSTRIAL BLVD",,33.926289,-84.492354,,,,,,0
452,920452,"FRANKLIN RD + KINGSTON CT",,33.924562,-84.492160,,,,,,0
453,920453,"DELK RD + FRANKLIN RD",,33.922529,-84.490931,,,,,,0
454,920454,"DELK RD + NORTHCHASE PKWY",,33.922510,-84.479652,,,,,,0
455,920455,"DELK RD + BENTLEY RD",,33.922560,-84.475138,,,,,,0
456,920456,"DELK RD + POWERS FERRY RD",,33.923958,-84.469975,,,,,,0
457,920457,"POWERS FERRY RD + POWERS FERRY COMMON",,33.922060,-84.468081,,,,,,0
458,920458,"POWERS FERRY RD + TERRELL MILL RD",,33.918880,-84.467228,,,,,,0
459,920459,"POWERS FERRY RD + TERRELL MILL RD",,33.916973,-84.466689,,,,,,0
460,920460,"POWERS FERRY RD + WILDWOOD PKWY",,33.913253,-84.465376,,,,,,0
461,920461,"POWERS FERRY RD + WINDY HILL RD",,33.904987,-84.463593,,,,,,0
462,920462,"POWERS FERRY RD + PARKWOOD CIRCLE",,33.903484,-84.460138,,,,,,0
463,920463,"POWERS FERRY RD + SHADOWOOD PKWY",,33.902289,-84.454548,,,,,,0
464,920464,"POWERS FERRY RD + SHADOWOOD OFFICE PARK",,33.901162,-84.449621,,,,,,0
465,920465,"AKERS MILL RD + WALTON ON THE CHATTAHOOCHEE",,33.897102,-84.449609,,,,,,0
466,920466,"AKERS MILL RD + THE COLUMNS AT AKERS MILL",,33.895492,-84.451443,,,,,,0
468,920468,"COBB GALLERIA PKWY + RIVERWOOD PKWY",,33.881004,-84.456565,,,,,,0
469,920469,"AKERS MILL RD + GALLERIA DR",,33.883675,-84.461856,,,,,,0
470,920470,"SPRING RD SE + SPRING CREEK PL",,33.883587,-84.491642,,,,,,0
471,920471,"SPRING RD + SPRING CREEK PL",,33.883352,-84.490825,,,,,,0
473,920478,"MARIETTA ST + CONE ST",,33.756040,-84.392136,,,,,,0
474,920479,"SPRING ST + LUCKIE ST",,33.758280,-84.390686,,,,,,0
476,920481,"SPRING ST + JOHN PORTMAN BLVD",,33.761132,-84.389143,,,,,,0
477,920482,"SPRING ST + BAKER ST",,33.762194,-84.388966,,,,,,0
478,920483,"WEST PEACHTREE ST + 3RD ST",,33.773604,-84.387223,,,,,,0
479,920484,"WEST PEACHTREE ST + 4TH ST",,33.774890,-84.387259,,,,,,0
480,920485,"WEST PEACHTREE ST + 5TH ST",,33.776116,-84.387144,,,,,,0
482,920487,"WEST PEACHTREE ST + 14TH ST",,33.787129,-84.387548,,,,,,0
484,920491,"CENTENNIAL OLYMPIC PARK DR + JOHN PORTMAN BLVD",,33.761094,-84.392111,,,,,,0
485,920492,"CENTENNIAL OLYMPIC PARK DR + ANDREW YOUNG INTL BLV",,33.759924,-84.392159,,,,,,0
486,920493,"MARIETTA ST + SPRING ST",,33.757017,-84.392883,,,,,,0
487,920494,"MARIETTA ST + FAIRLIE ST",,33.755722,-84.391461,,,,,,0
488,920500,"FORSYTH ST + MLK JR DR",,33.752361,-84.393954,,,,,,0
489,920505,"PEACHTREE ST + BAKER ST",,33.762606,-84.387431,,,,,,0
490,920506,"JOHN PORTMAN BLVD + COURTLAND ST",,33.760895,-84.384358,,,,,,0
491,920507,"COURTLAND ST + ELLIS ST",,33.758539,-84.384289,,,,,,0
492,920508,"COURTLAND ST + AUBURN AVE",,33.755870,-84.384326,,,,,,0
493,920509,"COURTLAND ST + GILMER ST AM",,33.753111,-84.385796,,,,,,0
494,920510,"WASHINGTON ST + MLK JR DR",,33.750390,-84.388263,,,,,,0
495,920511,"MLK JR DR + PEACHTREE ST",,33.751885,-84.391798,,,,,,0
496,920512,"MLK JR DR + FORSYTH ST",,33.752779,-84.393352,,,,,,0
498,920514,"CENTRAL AVE + WALL ST",,33.752432,-84.388334,,,,,,0
499,920515,"PEACHTREE CENTER AVE + AUBURN AVE",,33.755200,-84.386023,,,,,,0
502,920518,"BAKER ST + PEACHTREE ST",,33.762347,-84.387108,,,,,,0
504,920520,"10TH ST + WILLIAMS ST",,33.781639,-84.389951,,,,,,0
511,920533,"CUMBERLAND PKWY + THE POINTE AT VININGS",,33.875734,-84.474146,,,,,,0
513,920535,"AKERS MILL RD + TOWERCREEK PKWY",,33.891872,-84.454888,,,,,,0
516,920538,"ROSWELL ST + ALEXANDER ST",,33.951038,-84.545026,,,,,,0
517,920539,"SIX FLAGS DR + RIVERSIDE PKWY",,33.776252,-84.563511,,,,,,0
518,920540,"CHURCH ST EXT + LOUDERMILK DR",,33.978527,-84.557189,,,,,,0
520,920542,"VAUGHN RD + COBB PKWY",,34.001634,-84.590604,,,,,,0
522,920544,"BUSBEE PARK-N-RIDE",,34.029135,-84.569824,,,,,,0
524,920546,"CIRCLE 75 PKWY + 1000 BUILDING",,33.889609,-84.466237,,,,,,0
525,920547,"CIRCLE 75 PKWY + WINDY HILL RD",,33.899977,-84.474933,,,,,,0
531,920553,"CIRCLE 75 PKWY + 900 BUILDING",,33.888017,-84.468622,,,,,,0
534,920556,"INTERSTATE NORTH PKWY + 150 BUILDING",,33.901372,-84.465904,,,,,,0
535,920557,"INTERSTATE NORTH PKWY + WINDY HILL RD",,33.903672,-84.466101,,,,,,0
536,920558,"WINDY RIDGE PKWY + PARKWOOD CIR",,33.904323,-84.459040,,,,,,0
537,920559,"INTERSTATE NORTH PKWY + MARRIOTT",,33.897538,-84.467030,,,,,,0
540,920562,"ACWORTH PARK & RIDE",,34.077357,-84.656428,,,,,,0
541,920563,"AKERS MILL RD + THE COLUMNS ENTRANCE",,33.894395,-84.452408,,,,,,0
542,920564,"POWERS FERRY RD + CARITHERS FLOWERS",,33.910684,-84.465001,,,,,,0
543,920565,"WINDY HILL RD + WINDY RIDGE PKWY",,33.906339,-84.462203,,,,,,0
546,920568,"FRANKLIN RD + TWIN BROOKS DR",,33.935775,-84.504527,,,,,,0
548,920570,"CUMBERLAND BLVD + PUBLIX",,33.862770,-84.477456,,,,,,0
549,920571,"CUMBERLAND PKWY + PACES WALK SE",,33.859898,-84.479607,,,,,,0
550,920572,"COBB PKWY + GA 280 DELK ON-RAMP",,33.919595,-84.502662,,,,,,0
551,920573,"S COBB DR + WALTHALL AVE",,33.922692,-84.550405,,,,,,0
552,920574,"FLOYD RD + WHITE BLVD",,33.836128,-84.576340,,,,,,0
553,920575,"CHURCH ST EXT + COBB EMC PKWY",,33.976757,-84.554618,,,,,,0
554,920576,"CHEROKEE ST + FOREST AVE",,33.956222,-84.549023,,,,,,0
556,920578,"N MARIETTA PKWY + AMY DR",,33.959195,-84.532527,,,,,,0
557,920579,"CUMBERLAND BLVD + MAGNOLIA APTS",,33.852029,-84.481429,,,,,,0
558,920580,"CUMBERLAND PKWY + BEECH HAVEN TR",,33.848751,-84.484285,,,,,,0
559,920581,"COBB PKWY + WHITE CIR",,33.986538,-84.569792,,,,,,0
560,920582,"COBB PKWY + BARRETT PKWY",,33.997787,-84.586073,,,,,,0
561,920583,"CUMBERLAND BLVD + BRIDGEHAVEN DR",,33.849251,-84.490213,,,,,,0
562,920584,"CUMBERLAND PKWY + ATLANTA RD",,33.848842,-84.494460,,,,,,0
563,920585,"CUMBERLAND PKWY + S COBB DR",,33.844708,-84.499742,,,,,,0
564,920586,"S COBB DR + COOPER LAKE RD",,33.846564,-84.504241,,,,,,0
565,920587,"CUMBERLAND PKWY + ADAMS LAKE BLVD",,33.875571,-84.473919,,,,,,0
566,920590,"S COBB DR + RIDGEVIEW/EMORY",,33.855307,-84.512867,,,,,,0
568,920599,"WINDY HILL RD + N PARK PL",,33.902992,-84.481078,,,,,,0
569,920600,"COUNTY SERVICES PKWY + COBB CO DOT",,33.906604,-84.582528,,,,,,0
570,920601,"WINDY HILL RD + N PARK PL",,33.902297,-84.480814,,,,,,0
571,920602,"WINDY HILL RD + WILDWOOD PKWY",,33.911297,-84.460094,,,,,,0
572,920603,"AUSTELL RD + DARNELL RD",,33.920305,-84.546358,,,,,,0
574,920605,"ATLANTA RD + PERRIN RD",,33.931193,-84.540392,,,,,,0
575,920606,"ATLANTA ST + PEARL ST",,33.946217,-84.547586,,,,,,0
577,920608,"BELLS FERRY RD + BRISTOL LN",,34.009850,-84.547695,,,,,,0
578,920609,"BELLS FERRY RD + MANUEL DR",,33.990447,-84.551575,,,,,,0
579,920610,"BELLS FERRY RD + TURNER RD",,33.988255,-84.553667,,,,,,0
580,920611,"BELLS FERRY RD + COTTAGE WAY",,33.986494,-84.555438,,,,,,0
581,920612,"BELLS FERRY RD + FIELD PKWY",,33.984413,-84.556560,,,,,,0
582,920613,"CHURCH ST + VANN ST",,33.972112,-84.550994,,,,,,0
583,920614,"N MARIETTA PKWY + FAIRGROUND ST",,33.958710,-84.535920,,,,,,0
584,920615,"ROBERTS BLVD + COBB PLACE BLVD",,34.004162,-84.585827,,,,,,0
587,920618,"AUSTELL RD + DOROTHY DR",,33.890292,-84.580588,,,,,,0
588,920619,"FACTORY SHOALS RD + BRITT RD",,33.795633,-84.572094,,,,,,0
589,920620,"S SERVICE RD + SIX FLAGS PKWY",,33.771752,-84.553071,,,,,,0
590,920623,"BELLS FERRY RD + OLD BELLS FERRY RD",,33.984547,-84.556267,,,,,,0
591,920624,"BELLS FERRY RD + DICKSON RD",,33.987799,-84.554008,,,,,,0
592,920625,"BELLS FERRY RD + MANUEL DR",,33.990509,-84.551420,,,,,,0
593,920626,"BELLS FERRY RD + SKIP WELLS PARK",,34.006717,-84.546194,,,,,,0
594,920627,"BUSBEE PARK-N-RIDE",,34.029359,-84.570409,,,,,,0
596,920629,"FREY RD + CHEROKEE AVE",,34.037533,-84.579482,,,,,,0
598,920631,"BARRETT PKWY + COBB PLACE BLVD",,34.007713,-84.571797,,,,,,0
599,920632,"BARRETT PKWY + BARRETT LAKES BLVD",,34.005030,-84.576487,,,,,,0
600,920633,"ROBERTS BLVD + COBB PLACE BLVD",,34.004440,-84.586938,,,,,,0
601,920634,"VAUGHN RD + BENTLEY PL",,34.003015,-84.590740,,,,,,0
602,920635,"COBB PKWY + BARRETT PKWY",,33.997670,-84.586630,,,,,,0
603,920636,"COBB PKWY + PETE SCOGGIN PKWY",,33.986020,-84.569367,,,,,,0
604,920638,"N MARIETTA PKWY + AMY DR",,33.959097,-84.533502,,,,,,0
606,920640,"CIRCLE 75 PKWY + 900 BUILDING",,33.887899,-84.468264,,,,,,0
613,920647,"CIRCLE 75 PKWY + HERODIAN WAY",,33.895225,-84.468248,,,,,,0
615,920649,"CIRCLE 75 PKWY + 1000 BUILDING ENTRANCE",,33.889828,-84.466362,,,,,,0
616,920650,"BUSBEE PKWY + TOWN CENTER DR",,34.021992,-84.567602,,,,,,0
617,920651,"FAIRGROUND ST + RIGBY ST",,33.956488,-84.535000,,,,,,0
620,920654,"COUNTY SERVICES PKWY + COBB CO TRASH TRANSFER STN",,33.906682,-84.582242,,,,,,0
626,920660,"INTERSTATE NORTH PKWY + 180 BUILDING",,33.900116,-84.468340,,,,,,0
627,920661,"INTERSTATE NORTH PKWY + 180 BUILDING",,33.900693,-84.466903,,,,,,0
628,920662,"INTERSTATE NORTH PKWY + 150 BUILDING",,33.902242,-84.465529,,,,,,0
629,920663,"ATLANTA RD + E DIXIE AVE",,33.941255,-84.544274,,,,,,0
630,920664,"ATLANTA RD + E DIXIE AVE",,33.940842,-84.544015,,,,,,0
631,920665,"CHEROKEE ST + BLACKWELL ST",,33.957660,-84.548965,,,,,,0
632,920666,"BELLS FERRY RD + OAK HARBOR TRL",,33.996883,-84.547530,,,,,,0
634,920668,"BUSBEE DR + KSU CENTER",,34.031998,-84.573249,,,,,,0
637,920674,"AKERS MILL RD + POWERS FERRY RD",,33.898446,-84.447964,,,,,,0
645,920776,"BLAIR BRIDGE RD + S GORDON RD",,33.789184,-84.580426,,,,,,0
646,920777,"BLAIR BRIDGE RD + HEMBREE DR",,33.786524,-84.587196,,,,,,0
647,920778,"BLAIR BRIDGE RD + BLAIRS VIEW DR",,33.782245,-84.593889,,,,,,0
648,920779,"RIVERSIDE PKWY + LAKE CROSSING",,33.779583,-84.592585,,,,,,0
649,920780,"SIX FLAGS DR + SUMMER STONE LN",,33.777773,-84.589712,,,,,,0
650,920781,"SIX FLAGS DR + WINTERGLEN LN",,33.777657,-84.584502,,,,,,0
651,920782,"SIX FLAGS DR + PINE VIEW WAY",,33.778479,-84.580589,,,,,,0
652,920783,"SIX FLAGS DR + FACTORY SHOALS RD",,33.778525,-84.575948,,,,,,0
653,920784,"SIX FLAGS DR + FACTORY SHOALS RD",,33.778675,-84.576743,,,,,,0
654,920785,"SIX FLAGS DR + SPRINGCHASE ST",,33.778655,-84.579752,,,,,,0
655,920786,"SIX FLAGS DR + WINTERGLEN LANE",,33.777876,-84.586011,,,,,,0
656,920787,"SIX FLAGS DR + WINTERBROOK WAY",,33.778464,-84.590581,,,,,,0
657,920788,"BLAIR BRIDGE RD + SIX FLAGS DR",,33.782243,-84.593649,,,,,,0
658,920789,"BLAIR BRIDGE RD + PLEASANT DR",,33.786406,-84.587189,,,,,,0
659,920790,"BLAIR BRIDGE RD + WILLIAM RD",,33.787861,-84.583454,,,,,,0
660,920791,"BLAIR BRIDGE RD + S GORDON RD",,33.789092,-84.580323,,,,,,0
661,920792,"COUNTY SERVICES PKWY + COBB CO JUVENILE DETENTION",,33.916609,-84.582412,,,,,,0
662,920793,"CHEROKEE ST + CANTON RD",,33.968607,-84.548366,,,,,,0
666,920797,"S MARIETTA PKWY + FRANKLIN RD",,33.939597,-84.508808,,,,,,0
668,920805,"COUNTY SERVICES PKWY + COBB COUNTY JUVENILE DETENT",,33.916621,-84.582205,,,,,,0
669,920807,"S COBB DR + MAGNOLIA DR",,33.866197,-84.523839,,,,,,0
670,920808,"ATLANTA RD + GENERALS RD",,33.930255,-84.540718,,,,,,0
671,920809,"S COBB DR + MCCAULLEY RD",,33.866500,-84.523693,,,,,,0
672,920810,"SPRING RD SE + WOODRUFF DR",,33.883162,-84.482543,,,,,,0
673,920811,"FACTORY SHOALS RD + S GORDON RD",,33.789667,-84.575589,,,,,,0
676,920814,"CIRCLE 75 PKWY + DAYS INN",,33.898448,-84.473384,,,,,,0
678,920816,"CIRCLE 75 PKWY + HERODIAN WAY",,33.895769,-84.468956,,,,,,0
687,920826,"WINDY HILL RD + THE TOWERS AT WILDWOOD PLAZA",,33.913022,-84.461093,,,,,,0
688,920827,"WINDY HILL RD + WILDWOOD PKWY",,33.910894,-84.460298,,,,,,0
689,920828,"WINDY HILL RD + VILLAGE PKWY",,33.899488,-84.493967,,,,,,0
690,920829,"WINDY HILL RD + VILLAGE PKWY",,33.899215,-84.494008,,,,,,0
691,920830,"SPRING RD SE + SPORTS AVE SE",,33.883132,-84.477243,,,,,,0
692,920831,"SPRING ST + SPORTS AVE",,33.883357,-84.477408,,,,,,0
703,920855,"H. E. HOLMES DR + MLK JR DR",,33.752284,-84.467609,,,,,,0
704,920856,"MLK JR DR + STONE HURST PL",,33.752745,-84.469582,,,,,,0
706,920858,"HAMILTON E. HOLMES DR + BURTON RD NW",,33.755695,-84.468459,,,,,,0
707,920892,"S MARIETTA PKWY + WAVERLY WAY",,33.949614,-84.551068,,,,,,0
708,920893,"S MARIETTA PKWY + ROSWELL STREET",,33.951858,-84.551922,,,,,,0
710,920895,"S MARIETTA PKWY + CRESCENT CIR",,33.950103,-84.551649,,,,,,0
711,920898,"POWDER SPRINGS ST + BELLEMEADE DR",,33.925234,-84.573757,,,,,,0
714,920903,"TOWN CENTER PARK-N-RIDE",,34.027657,-84.570455,,,,,,0
715,920904,"W PEACHTREE + MARTA CIVIC CENTER STATION - SB",,33.766483,-84.387607,,,,,,0
716,920906,"MARTA FIVE POINTS STATION",,33.754282,-84.392213,,,,,,0
717,920907,"MARTA ARTS CENTER STATION",,33.789418,-84.387120,,,,,,0
718,920908,"W PEACHTREE ST + PEACHTREE PL AVE PM",,33.780677,-84.387324,,,,,,0
720,920910,"MARTA HOLMES STATION",,33.754205,-84.470553,,,,,,0
721,920911,"MARTA CIVIC CENTER STATION - NB",,33.766460,-84.387346,,,,,,0
722,920912,"MARTA FIVE POINTS STATION",,33.754310,-84.392374,,,,,,0
746,920913,"CONCORD RD SE + KING SPRINGS RD",,33.876238,-84.520777,,,,,,0
747,920914,"CONCORD RD SE + S COBB DR",,33.874756,-84.529389,,,,,,0
748,920915,"CONCORD RD SE + OLD CONCORD RD SE",,33.870982,-84.535905,,,,,,0
749,920916,"CONCORD RD SE + N COOPER LAKE RD",,33.868485,-84.537814,,,,,,0
750,920917,"HURT RD SE + SPRINGBROOK TRL",,33.867744,-84.545457,,,,,,0
751,920918,"HURT RD SE + LANDRUM DR",,33.868895,-84.552965,,,,,,0
752,920919,"HURT RD SW + BROOKS CT",,33.869941,-84.555129,,,,,,0
753,920920,"HURT RD SW + MALLARD GLEN",,33.869986,-84.557644,,,,,,0
754,920921,"HURT RD SW + HARRIS RD",,33.869955,-84.561046,,,,,,0
756,920923,"HURT RD + HURT RD",,33.864542,-84.569612,,,,,,0
757,920924,"HURT RD + DONALD RD",,33.863692,-84.574364,,,,,,0
758,920925,"HURT RD + HICKS RD",,33.864429,-84.576695,,,,,,0
759,920926,"HURT RD + TRANQUIL DR",,33.864686,-84.581920,,,,,,0
760,920927,"HURT RD + DYER PARKE LN SW",,33.864431,-84.586372,,,,,,0
761,920928,"HURT RD + SETTLERS WALK WAY",,33.863495,-84.590108,,,,,,0
762,920929,"HURT RD + FLOYD RD",,33.862241,-84.593962,,,,,,0
763,920930,"AUSTELL RD + ORANGE HILL RD",,33.850868,-84.606343,,,,,,0
764,920931,"AUSTELL RD + ANDERSON MILL RD",,33.849192,-84.607815,,,,,,0
765,920932,"AUSTELL RD + ELMWOOD DR",,33.845959,-84.609344,,,,,,0
766,920933,"AUSTELL RD + SEAYES RD",,33.839288,-84.611244,,,,,,0
767,920934,"AUSTELL RD + EVERGREEN DR",,33.836561,-84.611548,,,,,,0
768,920935,"AUSTELL RD + CLAY RD",,33.831948,-84.612574,,,,,,0
769,920936,"AUSTELL RD + PERKERSON MILL RD SW",,33.828282,-84.614421,,,,,,0
770,920937,"AUSTELL RD + BISHOP ROW SW",,33.821105,-84.617793,,,,,,0
771,920938,"AUSTELL RD + LANDINGTON DR",,33.818832,-84.618190,,,,,,0
772,920939,"MAXHAM RD + SALT SPRINGS PL",,33.812178,-84.619478,,,,,,0
773,920940,"MAXHAM RD + SALT SPRINGS PL",,33.810061,-84.619842,,,,,,0
774,920941,"MAXHAM RD + PONTIAC CIR",,33.807898,-84.620026,,,,,,0
775,920943,"OLD ALABAMA RD SW + SOUTH GORDON RD SW",,33.804717,-84.611042,,,,,,0
776,920944,"OLD ALABAMA RD SW + JAMES RD",,33.808041,-84.598255,,,,,,0
777,920945,"OLD ALABAMA RD SW + S GLENN FOREST SW",,33.808179,-84.590236,,,,,,0
778,920946,"OLD ALABAMA RD + PEBBLEBROOK HIGH SCHOOL",,33.807530,-84.581596,,,,,,0
779,920947,"OLD ALABAMA RD SW + PISGAH RD SW",,33.808944,-84.577976,,,,,,0
780,920948,"OLD ALABAMA RD SW + OLD POWDER SPRINGS RD SW",,33.809453,-84.575444,,,,,,0
781,920949,"MABLETON PKWY SW + COMMUNITY RD",,33.800272,-84.566574,,,,,,0
782,920950,"MABLETON PKWY + GORDON VALLEY LANE",,33.795823,-84.562692,,,,,,0
783,920951,"MABLETON PKWY + SOUTH GORDON RD",,33.793867,-84.560947,,,,,,0
784,920952,"S GORDON RD + RIVERSIDE INTERMEDIATE SCHOOL",,33.790847,-84.563161,,,,,,0
785,920953,"HILLCREST DR SE + SHENANDOAH TRAIL",,33.789016,-84.564268,,,,,,0
786,920954,"HILLCREST DR SE + BONNES DR SW",,33.787141,-84.559046,,,,,,0
787,920955,"HILLCREST DR SE + WILHELMIA DR",,33.785320,-84.555661,,,,,,0
